Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) T,Coverage (%) Y,Coverage (%) Z,Coverage (%) I,Coverage (%) K,Area T,Area Y,Area Z,Area I,Area K,#Peptides,#Unique,#Spec T,#Spec Y,#Spec Z,#Spec I,#Spec K,PTM,Avg. Mass,Description
135,167,ENSMUSP00000148046.1|ENSMUST00000210815.1|ENSMUSG00000063229.15|OTTMUSG00000016500.5|OTTMUST00000147434.1|Ldha-214|Ldha|315,104.11,10,10,3,3,3,3,1.2619E7,2.2395E7,2.2793E5,1.6313E7,0,5,5,19,14,1,15,8,,34599,ENSMUSP00000148046.1|ENSMUST00000210815.1|ENSMUSG00000063229.15|OTTMUSG00000016500.5|OTTMUST00000147434.1|Ldha-214|Ldha|315
159,144,ENSMUSP00000079628.4|ENSMUST00000080813.4|ENSMUSG00000061787.15|OTTMUSG00000022965.2|OTTMUST00000055265.1|Rps17-201|Rps17|135,103.55,48,48,13,21,16,0,6.8453E7,1.9942E7,3.3709E6,5.7516E5,,9,9,23,16,9,2,0,Oxidation (M),15524,ENSMUSP00000079628.4|ENSMUST00000080813.4|ENSMUSG00000061787.15|OTTMUSG00000022965.2|OTTMUST00000055265.1|Rps17-201|Rps17|135
392,225,ENSMUSP00000151500.1|ENSMUST00000220046.1|ENSMUSG00000021048.7|OTTMUSG00000065134.1|OTTMUST00000158739.1|Mthfd1-206|Mthfd1|755,103.54,6,3,0,0,0,3,6.4729E6,,,,1.0491E5,7,7,15,0,0,0,2,Oxidation (M),82042,ENSMUSP00000151500.1|ENSMUST00000220046.1|ENSMUSG00000021048.7|OTTMUSG00000065134.1|OTTMUST00000158739.1|Mthfd1-206|Mthfd1|755
392,226,ENSMUSP00000021443.5|ENSMUST00000021443.6|ENSMUSG00000021048.7|OTTMUSG00000065134.1|OTTMUST00000158738.1|Mthfd1-201|Mthfd1|935,103.54,5,2,0,0,0,3,6.4729E6,,,,1.0491E5,7,7,15,0,0,0,2,Oxidation (M),101200,ENSMUSP00000021443.5|ENSMUST00000021443.6|ENSMUSG00000021048.7|OTTMUSG00000065134.1|OTTMUST00000158738.1|Mthfd1-201|Mthfd1|935
186,201,ENSMUSP00000005964.2|ENSMUST00000005964.6|ENSMUSG00000028138.8|OTTMUSG00000029527.2|OTTMUST00000073170.1|Adh5-201|Adh5|374,101.94,10,10,6,0,0,0,1.6253E7,4.7261E6,,,,9,9,19,24,0,0,0,,39548,ENSMUSP00000005964.2|ENSMUST00000005964.6|ENSMUSG00000028138.8|OTTMUSG00000029527.2|OTTMUST00000073170.1|Adh5-201|Adh5|374
284,207,ENSMUSP00000107593.1|ENSMUST00000111962.7|ENSMUSG00000059005.13|OTTMUSG00000013249.2|OTTMUST00000032009.1|Hnrnpa3-203|Hnrnpa3|357,101.01,27,7,0,7,24,9,2.0175E6,,3.055E5,3.9848E6,2.3774E5,12,12,4,0,3,18,2,Oxidation (M); Acetylation (Protein N-term),37086,ENSMUSP00000107593.1|ENSMUST00000111962.7|ENSMUSG00000059005.13|OTTMUSG00000013249.2|OTTMUST00000032009.1|Hnrnpa3-203|Hnrnpa3|357
284,208,ENSMUST00000071732.6|ENSMUSG00000092086.2|OTTMUSG00000074706.1|OTTMUST00000181287.1|Gm6793-201|Gm6793|1056|processed_pseudogene|,101.01,27,7,0,7,25,9,2.0175E6,,3.055E5,3.9848E6,2.3774E5,12,12,4,0,3,18,2,Oxidation (M); Acetylation (Protein N-term),36610,ENSMUST00000071732.6|ENSMUSG00000092086.2|OTTMUSG00000074706.1|OTTMUST00000181287.1|Gm6793-201|Gm6793|1056|processed_pseudogene|
284,209,ENSMUST00000177820.1|ENSMUSG00000096156.1|OTTMUSG00000071871.1|OTTMUST00000173828.1|Gm9242-201|Gm9242|1074|processed_pseudogene|,101.01,27,7,0,7,24,9,2.0175E6,,3.055E5,3.9848E6,2.3774E5,12,12,4,0,3,18,2,Oxidation (M); Acetylation (Protein N-term),37140,ENSMUST00000177820.1|ENSMUSG00000096156.1|OTTMUSG00000071871.1|OTTMUST00000173828.1|Gm9242-201|Gm9242|1074|processed_pseudogene|
20,293,ENSMUSP00000095171.2|ENSMUST00000097563.8|ENSMUSG00000024610.15|OTTMUSG00000073579.1|OTTMUST00000178583.1|Cd74-202|Cd74|279,98.20,15,11,3,3,3,7,3.3199E8,1.1327E7,1.3693E6,6.4078E7,2.7369E7,7,7,145,15,10,39,33,Oxidation (M); Acetylation (Protein N-term),31557,ENSMUSP00000095171.2|ENSMUST00000097563.8|ENSMUSG00000024610.15|OTTMUSG00000073579.1|OTTMUST00000178583.1|Cd74-202|Cd74|279
20,295,ENSMUSP00000057836.8|ENSMUST00000050487.15|ENSMUSG00000024610.15|OTTMUSG00000073579.1|OTTMUST00000178584.1|Cd74-201|Cd74|215,98.20,20,15,4,4,4,9,3.3199E8,1.1327E7,1.3693E6,6.4078E7,2.7369E7,7,7,145,15,10,39,33,Oxidation (M); Acetylation (Protein N-term),24454,ENSMUSP00000057836.8|ENSMUST00000050487.15|ENSMUSG00000024610.15|OTTMUSG00000073579.1|OTTMUST00000178584.1|Cd74-201|Cd74|215
20,297,ENSMUST00000238179.1|ENSMUSG00000024610.15|OTTMUSG00000073579.1|OTTMUST00000178585.1|Cd74-205|Cd74|703|retained_intron|,98.20,21,16,4,4,4,9,3.3199E8,1.1327E7,1.3693E6,6.4078E7,2.7369E7,7,7,145,15,10,39,33,Oxidation (M); Acetylation (Protein N-term),23018,ENSMUST00000238179.1|ENSMUSG00000024610.15|OTTMUSG00000073579.1|OTTMUST00000178585.1|Cd74-205|Cd74|703|retained_intron|
242,477,ENSMUST00000145303.7|ENSMUSG00000021998.16|OTTMUSG00000024579.5|OTTMUST00000060380.3|Lcp1-209|Lcp1|3841|protein_coding|,97.08,3,3,0,0,0,0,1.0985E8,,,,,8,8,31,0,0,0,0,,70149,ENSMUST00000145303.7|ENSMUSG00000021998.16|OTTMUSG00000024579.5|OTTMUST00000060380.3|Lcp1-209|Lcp1|3841|protein_coding|
599,192,ENSMUSP00000090897.3|ENSMUST00000093209.3|ENSMUSG00000069919.7|OTTMUSG00000005377.2|OTTMUST00000011991.1|Hba-a1-201|Hba-a1|142,97.07,72,6,0,48,0,18,,,5.3547E5,,2.3436E4,8,6,1,0,8,0,1,Oxidation (M),15112,ENSMUSP00000090897.3|ENSMUST00000093209.3|ENSMUSG00000069919.7|OTTMUSG00000005377.2|OTTMUST00000011991.1|Hba-a1-201|Hba-a1|142
32,45,ENSMUSP00000129930.1|ENSMUST00000171473.2|ENSMUSG00000091405.2|OTTMUSG00000036431.1|OTTMUST00000093342.1|H4c14-201|H4c14|103,95.94,62,51,50,21,46,0,1.9218E7,9.7372E7,1.7443E5,2.2771E7,,11,11,35,77,4,65,0,Oxidation (M),11367,ENSMUSP00000129930.1|ENSMUST00000171473.2|ENSMUSG00000091405.2|OTTMUSG00000036431.1|OTTMUST00000093342.1|H4c14-201|H4c14|103
32,46,TCONS_00037081.p1,95.94,59,49,48,20,43,0,1.9218E7,9.7372E7,1.7443E5,2.2771E7,,11,11,35,77,4,65,0,Oxidation (M),11998,TCONS_00037081.p1   chr13:23757003-23757332(+)
35,115,ENSMUSP00000076777.7|ENSMUST00000077577.7|ENSMUSG00000023004.8|OTTMUSG00000017052.2|OTTMUST00000171520.1|Tuba1b-201|Tuba1b|451,95.31,25,20,9,0,18,4,1.0584E7,9.6844E6,,2.5094E8,1.2667E8,10,10,31,28,0,73,38,,50152,ENSMUSP00000076777.7|ENSMUST00000077577.7|ENSMUSG00000023004.8|OTTMUSG00000017052.2|OTTMUST00000171520.1|Tuba1b-201|Tuba1b|451
35,116,ENSMUSP00000094778.5|ENSMUST00000097014.6|ENSMUSG00000072235.6|OTTMUSG00000017053.3|OTTMUST00000171522.2|Tuba1a-201|Tuba1a|451,95.31,25,20,9,0,18,4,1.0584E7,9.6844E6,,2.5094E8,1.2667E8,10,10,31,28,0,73,38,,50136,ENSMUSP00000094778.5|ENSMUST00000097014.6|ENSMUSG00000072235.6|OTTMUSG00000017053.3|OTTMUST00000171522.2|Tuba1a-201|Tuba1a|451
326,76,ENSMUSP00000034834.9|ENSMUST00000034834.15|ENSMUSG00000032294.17|OTTMUSG00000063298.2|OTTMUST00000154175.1|Pkm-201|Pkm|531,95.24,20,14,2,3,7,0,1.8337E7,9.5695E4,9.1235E5,1.7324E5,,7,7,15,3,2,2,0,Oxidation (M),57845,ENSMUSP00000034834.9|ENSMUST00000034834.15|ENSMUSG00000032294.17|OTTMUSG00000063298.2|OTTMUST00000154175.1|Pkm-201|Pkm|531
271,372,ENSMUSP00000138634.1|ENSMUST00000182634.7|ENSMUSG00000061099.12|OTTMUSG00000043090.3|OTTMUST00000113074.1|Gapdhs-203|Gapdhs|440,94.71,6,6,0,0,0,4,3.0297E4,,,,,6,1,25,0,0,0,3,Oxidation (M),47643,ENSMUSP00000138634.1|ENSMUST00000182634.7|ENSMUSG00000061099.12|OTTMUSG00000043090.3|OTTMUST00000113074.1|Gapdhs-203|Gapdhs|440
365,50,ENSMUSP00000024739.7|ENSMUST00000024739.13|ENSMUSG00000023944.14|OTTMUSG00000020123.4|OTTMUST00000047842.1|Hsp90ab1-201|Hsp90ab1|724,94.67,11,6,4,2,4,0,,,7.654E5,,,6,1,4,7,4,4,0,Oxidation (M),83281,ENSMUSP00000024739.7|ENSMUST00000024739.13|ENSMUSG00000023944.14|OTTMUSG00000020123.4|OTTMUST00000047842.1|Hsp90ab1-201|Hsp90ab1|724
300,597,ENSMUSP00000134023.1|ENSMUST00000173456.7|ENSMUSG00000021771.14|OTTMUSG00000016381.4|OTTMUST00000095871.2|Vdac2-209|Vdac2|283,93.79,6,6,0,0,0,0,1.2374E7,,,,,5,5,25,0,0,0,0,,30446,ENSMUSP00000134023.1|ENSMUST00000173456.7|ENSMUSG00000021771.14|OTTMUSG00000016381.4|OTTMUST00000095871.2|Vdac2-209|Vdac2|283
300,598,ENSMUSP00000022293.7|ENSMUST00000022293.13|ENSMUSG00000021771.14|OTTMUSG00000016381.4|OTTMUST00000039435.2|Vdac2-201|Vdac2|295,93.79,5,5,0,0,0,0,1.2374E7,,,,,5,5,25,0,0,0,0,,31733,ENSMUSP00000022293.7|ENSMUST00000022293.13|ENSMUSG00000021771.14|OTTMUSG00000016381.4|OTTMUST00000039435.2|Vdac2-201|Vdac2|295
300,689,ENSMUSP00000152916.1|ENSMUST00000224373.1|ENSMUSG00000021771.14|OTTMUSG00000016381.4|OTTMUST00000166733.1|Vdac2-210|Vdac2|246,93.79,7,7,0,0,0,0,1.2374E7,,,,,5,5,25,0,0,0,0,,26741,ENSMUSP00000152916.1|ENSMUST00000224373.1|ENSMUSG00000021771.14|OTTMUSG00000016381.4|OTTMUST00000166733.1|Vdac2-210|Vdac2|246
300,937,ENSMUSP00000115560.1|ENSMUST00000153320.7|ENSMUSG00000021771.14|OTTMUSG00000016381.4|OTTMUST00000039436.2|Vdac2-207|Vdac2|201,93.79,8,8,0,0,0,0,1.2374E7,,,,,5,5,25,0,0,0,0,,21895,ENSMUSP00000115560.1|ENSMUST00000153320.7|ENSMUSG00000021771.14|OTTMUSG00000016381.4|OTTMUST00000039436.2|Vdac2-207|Vdac2|201
363,352,ENSMUSP00000105922.2|ENSMUST00000110293.8|ENSMUSG00000042842.11|OTTMUSG00000000698.3|OTTMUST00000001331.2|Serpinb6b-202|Serpinb6b|377,93.18,6,6,0,0,0,0,2.7106E8,,,,,5,4,19,0,0,0,0,,42536,ENSMUSP00000105922.2|ENSMUST00000110293.8|ENSMUSG00000042842.11|OTTMUSG00000000698.3|OTTMUST00000001331.2|Serpinb6b-202|Serpinb6b|377
363,365,ENSMUSP00000152419.1|ENSMUST00000164541.1|ENSMUSG00000042842.11|OTTMUSG00000000698.3|OTTMUST00000110668.2|Serpinb6b-203|Serpinb6b|258,93.18,8,8,0,0,0,0,2.7106E8,,,,,5,4,19,0,0,0,0,,29645,ENSMUSP00000152419.1|ENSMUST00000164541.1|ENSMUSG00000042842.11|OTTMUSG00000000698.3|OTTMUST00000110668.2|Serpinb6b-203|Serpinb6b|258
261,3839,ENSMUSP00000109684.1|ENSMUST00000114050.7|ENSMUSG00000079523.8|OTTMUSG00000022861.4|OTTMUST00000054970.1|Tmsb10-203|Tmsb10|44,91.00,98,0,0,98,34,0,,,1.1133E7,6.5677E5,,8,8,0,0,25,4,0,Oxidation (M); Acetylation (Protein N-term); Deamidation (NQ),5026,ENSMUSP00000109684.1|ENSMUST00000114050.7|ENSMUSG00000079523.8|OTTMUSG00000022861.4|OTTMUST00000054970.1|Tmsb10-203|Tmsb10|44
71,15,ENSMUSP00000090305.5|ENSMUST00000077856.12|ENSMUSG00000063316.13|OTTMUSG00000002868.1|OTTMUST00000005860.1|Rpl27-201|Rpl27|136,90.73,42,42,12,6,6,6,5.213E7,1.0043E7,8.0385E5,4.8072E7,3.9856E6,7,7,33,5,3,49,5,Oxidation (M),15798,ENSMUSP00000090305.5|ENSMUST00000077856.12|ENSMUSG00000063316.13|OTTMUSG00000002868.1|OTTMUST00000005860.1|Rpl27-201|Rpl27|136
5,153,ENSMUSP00000018851.7|ENSMUST00000018851.13|ENSMUSG00000018707.13|OTTMUSG00000036080.2|OTTMUST00000092697.1|Dync1h1-201|Dync1h1|4644,89.97,2,1,0,0,1,0,4.3273E8,2.9904E8,9.4804E6,2.4967E8,1.608E8,8,8,65,70,14,155,139,Oxidation (M); Deamidation (NQ); Phosphorylation (STY),532050,ENSMUSP00000018851.7|ENSMUST00000018851.13|ENSMUSG00000018707.13|OTTMUSG00000036080.2|OTTMUST00000092697.1|Dync1h1-201|Dync1h1|4644
181,1024,ENSMUSP00000101513.1|ENSMUST00000105893.7|ENSMUSG00000003038.15|OTTMUSG00000009711.4|OTTMUST00000022711.2|Hmgn2-204|Hmgn2|96,89.50,24,0,0,24,24,24,,,0,1.2194E7,8.3157E5,5,5,0,0,3,38,3,Deamidation (NQ),9726,ENSMUSP00000101513.1|ENSMUST00000105893.7|ENSMUSG00000003038.15|OTTMUSG00000009711.4|OTTMUST00000022711.2|Hmgn2-204|Hmgn2|96
181,1071,ENSMUSP00000120795.1|ENSMUST00000123234.7|ENSMUSG00000003038.15|OTTMUSG00000009711.4|OTTMUST00000022714.3|Hmgn2-205|Hmgn2|112,89.50,21,0,0,21,21,21,,,0,1.2194E7,8.3157E5,5,5,0,0,3,38,3,Deamidation (NQ),11394,ENSMUSP00000120795.1|ENSMUST00000123234.7|ENSMUSG00000003038.15|OTTMUSG00000009711.4|OTTMUST00000022714.3|Hmgn2-205|Hmgn2|112
181,1238,ENSMUSP00000099613.4|ENSMUST00000102553.10|ENSMUSG00000003038.15|OTTMUSG00000009711.4|OTTMUST00000022426.4|Hmgn2-203|Hmgn2|90,89.50,26,0,0,26,26,26,,,0,1.2194E7,8.3157E5,5,5,0,0,3,38,3,Deamidation (NQ),9423,ENSMUSP00000099613.4|ENSMUST00000102553.10|ENSMUSG00000003038.15|OTTMUSG00000009711.4|OTTMUST00000022426.4|Hmgn2-203|Hmgn2|90
181,1239,ENSMUSP00000098040.3|ENSMUST00000100472.9|ENSMUSG00000003038.15|OTTMUSG00000009711.4|OTTMUST00000022709.3|Hmgn2-201|Hmgn2|92,89.50,25,0,0,25,25,25,,,0,1.2194E7,8.3157E5,5,5,0,0,3,38,3,Deamidation (NQ),9609,ENSMUSP00000098040.3|ENSMUST00000100472.9|ENSMUSG00000003038.15|OTTMUSG00000009711.4|OTTMUST00000022709.3|Hmgn2-201|Hmgn2|92
97,66,ENSMUSP00000145585.1|ENSMUST00000206589.1|ENSMUSG00000025153.9|OTTMUSG00000004143.3|OTTMUST00000143623.1|Fasn-205|Fasn|2502,89.11,3,2,0,0,1,1,1.0419E7,6.0682E5,5.1125E4,4.9325E6,2.4762E6,7,7,16,4,1,38,14,Oxidation (M),272226,ENSMUSP00000145585.1|ENSMUST00000206589.1|ENSMUSG00000025153.9|OTTMUSG00000004143.3|OTTMUST00000143623.1|Fasn-205|Fasn|2502
97,67,ENSMUSP00000052872.7|ENSMUST00000055655.8|ENSMUSG00000025153.9|OTTMUSG00000004143.3|OTTMUST00000009377.2|Fasn-201|Fasn|2504,89.11,3,2,0,0,1,1,1.0419E7,6.0682E5,5.1125E4,4.9325E6,2.4762E6,7,7,16,4,1,38,14,Oxidation (M),272426,ENSMUSP00000052872.7|ENSMUST00000055655.8|ENSMUSG00000025153.9|OTTMUSG00000004143.3|OTTMUST00000009377.2|Fasn-201|Fasn|2504
567,435,ENSMUSP00000071616.6|ENSMUST00000058437.13|ENSMUSG00000043716.13|OTTMUSG00000016936.3|OTTMUST00000041073.2|Rpl7-201|Rpl7|270,88.99,16,11,0,3,3,0,4.0282E6,,0,8.406E4,,5,5,6,0,4,1,0,Acetylation (Protein N-term),31420,ENSMUSP00000071616.6|ENSMUST00000058437.13|ENSMUSG00000043716.13|OTTMUSG00000016936.3|OTTMUST00000041073.2|Rpl7-201|Rpl7|270
414,72,ENSMUSP00000091921.4|ENSMUST00000094361.10|ENSMUSG00000021270.13|OTTMUSG00000019766.8|OTTMUST00000047271.3|Hsp90aa1-202|Hsp90aa1|733,88.79,11,6,4,0,4,2,,,,,3.937E5,6,1,4,7,0,4,1,Oxidation (M),84788,ENSMUSP00000091921.4|ENSMUST00000094361.10|ENSMUSG00000021270.13|OTTMUSG00000019766.8|OTTMUST00000047271.3|Hsp90aa1-202|Hsp90aa1|733
28,119,ENSMUSP00000031167.5|ENSMUST00000031167.5|ENSMUSG00000029250.5|OTTMUSG00000026994.3|OTTMUST00000066713.1|Polr2b-201|Polr2b|1174,88.32,3,2,2,1,1,1,1.9465E8,9.132E7,6.5257E6,1.2698E8,4.4224E7,5,5,40,35,14,49,55,,133910,ENSMUSP00000031167.5|ENSMUST00000031167.5|ENSMUSG00000029250.5|OTTMUSG00000026994.3|OTTMUST00000066713.1|Polr2b-201|Polr2b|1174
342,530,ENSMUSP00000041149.6|ENSMUST00000038169.7|ENSMUSG00000033307.7|OTTMUSG00000065092.1|OTTMUST00000158628.1|Mif-201|Mif|115,87.57,28,28,0,0,0,0,5.5357E6,,,,,5,5,21,0,0,0,0,Oxidation (M),12504,ENSMUSP00000041149.6|ENSMUST00000038169.7|ENSMUSG00000033307.7|OTTMUSG00000065092.1|OTTMUST00000158628.1|Mif-201|Mif|115
155,251,ENSMUST00000215709.1|ENSMUSG00000111613.1|OTTMUSG00000062450.1|OTTMUST00000152255.1|Gm4977-201|Gm4977|1262|processed_pseudogene|,87.28,13,7,6,0,9,4,5.3486E4,,,0,,7,1,8,13,0,25,4,Oxidation (M),36609,ENSMUST00000215709.1|ENSMUSG00000111613.1|OTTMUSG00000062450.1|OTTMUST00000152255.1|Gm4977-201|Gm4977|1262|processed_pseudogene|
184,337,ENSMUSP00000100222.1|ENSMUST00000103426.2|ENSMUSG00000076617.9|OTTMUSG00000051485.2|OTTMUST00000130077.1|Ighm-201|Ighm|455,86.84,9,9,0,0,0,0,3.3202E7,,,,,4,4,43,0,0,0,0,Oxidation (M),50063,ENSMUSP00000100222.1|ENSMUST00000103426.2|ENSMUSG00000076617.9|OTTMUSG00000051485.2|OTTMUST00000130077.1|Ighm-201|Ighm|455
184,338,ENSMUSP00000136807.2|ENSMUST00000177715.7|ENSMUSG00000076617.9|OTTMUSG00000051485.2|OTTMUST00000130088.1|Ighm-202|Ighm|476,86.84,8,8,0,0,0,0,3.3202E7,,,,,4,4,43,0,0,0,0,Oxidation (M),52618,ENSMUSP00000136807.2|ENSMUST00000177715.7|ENSMUSG00000076617.9|OTTMUSG00000051485.2|OTTMUST00000130088.1|Ighm-202|Ighm|476
184,339,TCONS_00033039.p1,86.84,8,8,0,0,0,0,3.3202E7,,,,,4,4,43,0,0,0,0,Oxidation (M),54525,TCONS_00033039.p1   chr12:113418826-113428565(-)
184,343,TCONS_00033041.p1,86.84,9,9,0,0,0,0,3.3202E7,,,,,4,4,43,0,0,0,0,Oxidation (M),49938,TCONS_00033041.p1   chr12:113418826-113422656(-)
184,402,TCONS_00033040.p1,86.84,8,8,0,0,0,0,3.3202E7,,,,,4,4,43,0,0,0,0,Oxidation (M),54335,TCONS_00033040.p1   chr12:113418826-113429513(-)
406,329,ENSMUSP00000099534.4|ENSMUST00000102476.4|ENSMUSG00000060802.8|OTTMUSG00000015534.1|OTTMUST00000036889.1|B2m-201|B2m|119,86.76,22,13,8,8,0,0,2.8631E6,1.284E6,4.1008E5,,,6,6,7,8,2,0,0,Oxidation (M),13779,ENSMUSP00000099534.4|ENSMUST00000102476.4|ENSMUSG00000060802.8|OTTMUSG00000015534.1|OTTMUST00000036889.1|B2m-201|B2m|119
64,146,ENSMUSP00000076397.3|ENSMUST00000078267.4|ENSMUSG00000056895.4|OTTMUSG00000005770.1|OTTMUST00000012785.1|H2bu2-201|H2bu2|126,86.49,35,28,21,12,27,0,2.6469E5,,,5.6752E6,,6,1,18,24,9,56,0,Oxidation (M),13994,ENSMUSP00000076397.3|ENSMUST00000078267.4|ENSMUSG00000056895.4|OTTMUSG00000005770.1|OTTMUST00000012785.1|H2bu2-201|H2bu2|126
64,149,ENSMUST00000117558.1|ENSMUSG00000080712.3|OTTMUSG00000005772.1|OTTMUST00000012788.1|H2bu1-ps-201|H2bu1-ps|465|processed_pseudogene|,86.49,29,23,17,10,22,0,2.6469E5,,,5.6752E6,,6,1,18,24,9,56,0,Oxidation (M),17145,ENSMUST00000117558.1|ENSMUSG00000080712.3|OTTMUSG00000005772.1|OTTMUST00000012788.1|H2bu1-ps-201|H2bu1-ps|465|processed_pseudogene|
438,245,ENSMUSP00000027123.8|ENSMUST00000027123.14|ENSMUSG00000025980.14|OTTMUSG00000021770.4|OTTMUST00000051674.1|Hspd1-201|Hspd1|573,85.40,20,1,8,3,0,9,1.044E6,5.3082E5,4.8272E4,,3.1642E6,8,8,5,6,1,0,3,Oxidation (M),60956,ENSMUSP00000027123.8|ENSMUST00000027123.14|ENSMUSG00000025980.14|OTTMUSG00000021770.4|OTTMUST00000051674.1|Hspd1-201|Hspd1|573
105,82,ENSMUSP00000001566.8|ENSMUST00000001566.9|ENSMUSG00000001525.10|OTTMUSG00000026311.5|OTTMUST00000065077.2|Tubb5-201|Tubb5|444,85.36,22,14,10,2,8,8,7.1528E4,,,6.1948E6,3.4655E6,9,2,19,17,6,16,10,Oxidation (M),49671,ENSMUSP00000001566.8|ENSMUST00000001566.9|ENSMUSG00000001525.10|OTTMUSG00000026311.5|OTTMUST00000065077.2|Tubb5-201|Tubb5|444
124,112,ENSMUSP00000042342.4|ENSMUST00000043584.4|ENSMUSG00000036752.4|OTTMUSG00000011806.1|OTTMUST00000027720.1|Tubb4b-201|Tubb4b|445,84.56,18,6,9,2,8,8,,,,2.0721E4,,9,1,15,17,6,10,12,Oxidation (M),49831,ENSMUSP00000042342.4|ENSMUST00000043584.4|ENSMUSG00000036752.4|OTTMUSG00000011806.1|OTTMUST00000027720.1|Tubb4b-201|Tubb4b|445
111,96,ENSMUSP00000071134.3|ENSMUST00000071134.3|ENSMUSG00000062380.4|OTTMUSG00000027611.2|OTTMUST00000068344.1|Tubb3-201|Tubb3|450,84.41,18,10,12,2,8,8,,,,,,9,0,18,19,6,10,12,Oxidation (M),50419,ENSMUSP00000071134.3|ENSMUST00000071134.3|ENSMUSG00000062380.4|OTTMUSG00000027611.2|OTTMUST00000068344.1|Tubb3-201|Tubb3|450
55,256,ENSMUSP00000071163.2|ENSMUST00000071169.8|ENSMUSG00000040945.13|OTTMUSG00000010024.2|OTTMUST00000023314.1|Rcc2-202|Rcc2|520,84.12,7,2,4,4,3,2,1.9881E7,2.4645E7,9.0068E5,3.6277E7,1.5199E7,8,8,20,17,9,46,31,Oxidation (M),55983,ENSMUSP00000071163.2|ENSMUST00000071169.8|ENSMUSG00000040945.13|OTTMUSG00000010024.2|OTTMUST00000023314.1|Rcc2-202|Rcc2|520
358,2418,ENSMUSP00000106014.1|ENSMUST00000079735.11|ENSMUSG00000058600.13|OTTMUSG00000023325.2|OTTMUST00000056505.1|Rpl30-202|Rpl30|115,82.90,18,18,0,0,0,0,3.3538E7,,,,,3,3,20,0,0,0,0,Oxidation (M),12784,ENSMUSP00000106014.1|ENSMUST00000079735.11|ENSMUSG00000058600.13|OTTMUSG00000023325.2|OTTMUST00000056505.1|Rpl30-202|Rpl30|115
358,3044,ENSMUSP00000154172.1|ENSMUST00000142643.1|ENSMUSG00000058600.13|OTTMUSG00000023325.2|OTTMUST00000056509.2|Rpl30-206|Rpl30|94,82.90,22,22,0,0,0,0,3.3538E7,,,,,3,3,20,0,0,0,0,Oxidation (M),10457,ENSMUSP00000154172.1|ENSMUST00000142643.1|ENSMUSG00000058600.13|OTTMUSG00000023325.2|OTTMUST00000056509.2|Rpl30-206|Rpl30|94
617,566,ENSMUSP00000112586.1|ENSMUST00000122330.1|ENSMUSG00000027746.13|OTTMUSG00000028195.5|OTTMUST00000069847.1|Ufm1-202|Ufm1|82,81.23,22,22,0,0,0,0,5.5179E5,,,,,5,5,10,0,0,0,0,,8770,ENSMUSP00000112586.1|ENSMUST00000122330.1|ENSMUSG00000027746.13|OTTMUSG00000028195.5|OTTMUST00000069847.1|Ufm1-202|Ufm1|82
617,633,ENSMUSP00000118478.1|ENSMUST00000146598.7|ENSMUSG00000027746.13|OTTMUSG00000028195.5|OTTMUST00000069844.2|Ufm1-203|Ufm1|85,81.23,21,21,0,0,0,0,5.5179E5,,,,,5,5,10,0,0,0,0,,9118,ENSMUSP00000118478.1|ENSMUST00000146598.7|ENSMUSG00000027746.13|OTTMUSG00000028195.5|OTTMUST00000069844.2|Ufm1-203|Ufm1|85
411,2449,TCONS_00027751,80.61,21,21,0,0,0,0,8.0572E6,,,,,5,5,17,0,0,0,0,Oxidation (M),8598,TCONS_00027751
411,3341,ENSMUST00000025040.5|ENSMUSG00000091845.1|OTTMUSG00000035994.1|OTTMUST00000092362.1|Rpl36-ps12-201|Rpl36-ps12|390|processed_pseudogene|,80.61,14,14,0,0,0,0,8.0572E6,,,,,5,5,17,0,0,0,0,Oxidation (M),12312,ENSMUST00000025040.5|ENSMUSG00000091845.1|OTTMUSG00000035994.1|OTTMUST00000092362.1|Rpl36-ps12-201|Rpl36-ps12|390|processed_pseudogene|
411,3342,ENSMUSP00000079340.5|ENSMUST00000080492.6|ENSMUSG00000057863.6|OTTMUSG00000072377.1|OTTMUST00000175039.1|Rpl36-201|Rpl36|105,80.61,14,14,0,0,0,0,8.0572E6,,,,,5,5,17,0,0,0,0,Oxidation (M),12254,ENSMUSP00000079340.5|ENSMUST00000080492.6|ENSMUSG00000057863.6|OTTMUSG00000072377.1|OTTMUST00000175039.1|Rpl36-201|Rpl36|105
411,3624,ENSMUST00000118269.1|ENSMUSG00000066068.5|OTTMUSG00000012957.1|OTTMUST00000031182.1|Gm13611-201|Gm13611|318|processed_pseudogene|,80.61,14,14,0,0,0,0,8.0572E6,,,,,5,5,17,0,0,0,0,Oxidation (M),12313,ENSMUST00000118269.1|ENSMUSG00000066068.5|OTTMUSG00000012957.1|OTTMUST00000031182.1|Gm13611-201|Gm13611|318|processed_pseudogene|
125,77,ENSMUSP00000102377.2|ENSMUST00000106766.8|ENSMUSG00000078606.8|OTTMUSG00000040007.3|OTTMUST00000103894.1|Gm4070-201|Gm4070|2427,80.36,2,2,1,0,0,0,4.3138E8,3.3237E6,,9.7171E5,3.5214E5,6,5,48,7,0,3,2,Oxidation (M),280813,ENSMUSP00000102377.2|ENSMUST00000106766.8|ENSMUSG00000078606.8|OTTMUSG00000040007.3|OTTMUST00000103894.1|Gm4070-201|Gm4070|2427
